code,name,name_short,name_tv,gender,function,country_code,country,country_full,nationality,nationality_full,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
1951567,SAVNER Jessica,SAVNER J,Jessica SAVNER,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0,['Modern Pentathlon'],"[""Women's Individual""]",31-01-1992,"BETHLEHEM, CT",United States,"LITCHFIELD COUNTY, CT",United States,Jess,"Spending time with her two border collie dogs, playing badminton. Reads an average of 130 books a year",Athlete,"Graduated with a degree in Exercise Science from Central Connecticut State University (New Britain, CT, USA)","Husband, Ray Savner (married September 2021). Father, Brad. Mother, Laura",English,Personal: Justin Trolle (USA),"Raised in an athletic family, her mother, a professional equestrian, introduced her to riding from a young age and she was competing in three-day eventing by age 13. ""I was on a horse from the moment I could be."" (teamusa.com, 23 Oct 2023) </p><p>Later, she was inspired by her father, who excels in Ironman triathlons, to compete in triathlons. Embracing the challenge of competing in three distinct disciplines, she quickly discovered modern pentathlon when she met 1996 Olympic fencer Suzie Paxton (USA). Less than a year after graduating from university, she was competing in a UIPM Pentathlon World Cup in Sarasota (FL, USA)","Rock climber Alex Honnold (USA), known for his free solo ascents of big walls, he became the first person to free solo a route on El Capitan in Yosemite National Park (CA, USA)","Her parents, Brad and Laura. ""They were both elite athletes and they support me every day on an even deeper level because they understand.  I am truly an extension of their athletic qualities and I couldn’t ask for a better pair of supporters."" (tripals.co.uk, 3 Feb 2016)</p><p>Husband, Ray Savner, who as an athlete understands the ups and downs of her busy schedule and offers continual support","""[Olympians are] not motivated every single day; no one is. It’s a lot of, just, habit. It’s just learning how to wake up in the morning, whether you want to or not, and get it done, even if it’s bad."" (nhschiefadvocate.org, 12 Dec 2023)","Husband, Ray Savner (swimming), competed for Bryant University (Smithfield, RI, USA)",Post competition meal is burger and fries,"Fencing: In July 2023, she won the Division 1A national fencing title in epee"
1955072,BLEVINS Christopher,BLEVINS C,Christopher BLEVINS,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0,['Cycling Mountain Bike'],"[""Men's Cross-country""]",14-03-1998,"DURANGO, CO",United States,"SAN LUIS OBISPO, CA",United States,Blevs,"Poetry, rap music, basketball, camping, LA Lakers",Athlete,"Business Administration at California Polytechnic State University (San Luis Obispo, USA)","Father, Field. Mother, Priscilla. Older sister, Kaylee",English,,"Grew up in Durango, Colorado (USA), a popular area for mountain biking. ""As a kid growing up, you're surrounded by all these athletes that are professional mountain bikers, so it's just a normal job."" (myInfo)","Basketball player Kobe Bryant (USA), five-time National Basketball Association (NBA) champion with the Los Angeles Lakers (2000-02, 2009, 2010),  two-time Olympic champion (2008, 2012). Died in a helicopter crash in 2020. </p><p>Mountain biker Jenny Rissveds (SWE), 2016 Olympic champion, two-time world U23 championship medallist (2016 gold, 2015 bronze).</p><p>Mountain biker Todd Wells (USA), three-time Olympian (2004, 2008, 2012), three-time world championship team member (2004, 2009, 2011).</p><p>Poet/writer Rudy Francisco (USA)",,"""I love the bike mostly for how it reveals to you the full spectrum of yourself. I want the courage to simply be there for whatever it tries to teach me."" (myInfo)","Sister, Kaylee Blevins (mountain biking), competed internationally at junior and U23 level. At the 2014 World Championships, she placed 37th in the U23 event and 15th in the elite-level cross-country eliminator","Eats pancakes and drinks a coffee three hours before each race. ""My teammates and I are often sneaking into European hotel kitchens, convincing the staff to let us use a pan for pancakes."" </p><p>Also meditates before races and part of his pre-race mindfulness routine involves listening to music. ""I always have my headphones on, but shift what I listen to based on my mood and emotions. Most of the time it's Kendrick Lamar, JID, Mos Def, or Mick Jenkins. But other times it's Bon Iver, Hippo Campus, or Dylan Owen. Every once in a while it's just white noise, but the headphones are a signal to others that I'm focusing on myself and getting ready to go to battle."" (usacycling.org; bicycling.com, 15 Apr 2022)","Cyclocross: Won the U23 2021 national title.</p><p>Road cycling: He competed in the junior road race at the 2015 World Championships in Richmond, VA, USA"
1976519,FLUECKIGER Mathias,FLUECKIGER M,Mathias FLUECKIGER,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,0,0,['Cycling Mountain Bike'],"[""Men's Cross-country""]",27-09-1988,BERN,Switzerland,LEIMISWIL,Switzerland,Mat,"Skiing, building trails, spending time in his workshop",Athlete,Trained as a heavy machinery mechanic,"Partner, Lisa Locher. Father, Fritz. Mother, Franziska. Brother, Lukas. Sister, Lea","English, German",,He started cycling with his brother on their parents' farm,,,,"Brother, Lukas Flueckiger (cyclocross/mountain bike), has competed in mountain bike on the World Cup circuit and took silver in the cross-country event at the 2015 European Championships. In cyclocross, he has three top-20 results at the senior world championships - in 2007, 2010 and 2013",,"Cyclocross: Competed in World Cup events through the 2009 season and at youth level at the world championships, including an eighth-place finish in juniors in 2006. </p><p>Road cycling: Competed in the Tour de Romandie multiple times, as well as the Swiss national championships"
1965601,de GRAAF Sander,de GRAAF S,Sander de GRAAF,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,0,0,['Rowing'],"[""Men's Eight""]",13-06-1995,MADE,Netherlands,AMSTERDAM,Netherlands,"De Graafmachine. ""I got this nickname because I got pretty strong on the ergometer."" (myInfo)","Playing chess, hanging out at the Vondelpark in Amsterdam","Athlete, mechanical engineer",Studied Mechanical Engineering at Eindhoven University of Technology (NED),"Partner, Anne Matena","Dutch, English, German",National: Eelco Meenhorst (NED),"""I just wanted to give the sport a try and soon found out there might be more to it. Some people from ESR Theta, a rowing club for students, saw my height and scores on the ergometer and asked me to come and row for the club."" (myInfo)",,Dutch rower Boudewijn Roell,,,He and crewmate Nelson Ritsema pass a football before rowing to help them get in sync,
1567299,NALBANTOGLU Lara,NALBANTOGLU L,Lara NALBANTOGLU,Female,Athlete,TUR,Türkiye,Türkiye,Switzerland,Switzerland,SUI,0,0,['Sailing'],['Mixed Dinghy'],02-10-2001,IZMIR,Türkiye,ISTANBUL,Türkiye,Laru,"Sailing, pottery, reading self-improvement books, yoga, cooking, and exploring new places","Athlete, student",Business Administration and Management Marketing at Sabanci University (TUR),"Father, Ergun. Mother, Funda","English, Turkish","Romain Bonnaud (FRA), also coaches members of the USA team",She was interested in boats and the sea from a young age,"Sailors Ates and Deniz Cinar (TUR) four-time Olympians (2008, 2012, 2016, 2020) in the 470 class","Sailor Sime Fantela (CRO), 2016 Olympic gold medallist in the 470 class. ""He has managed to win a gold medal in every boat he has used, is technically very proficient, highly talented and a humble person.""","""Enjoy every moment."" (Athlete, Jun 2024)",,"""Listening to motivating songs, thinking positive and keeping my energy high."" (Athlete, Jun 2024)",
1889113,GUARAGNA RIGONAT Francisco,GUARAGNA RIGONAT F,Francisco GUARAGNA RIGONAT,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,0,0,['Sailing'],"[""Men's Dinghy""]",07-02-1997,RUFINO,Argentina,JUNIN,Argentina,Pancho,Watching basketball and football,"Athlete, student","Studied Business Administration at University of Palermo (Buenos Aires, ARG) and Agronomy at the University of Buenos Aires (UBA) in Argentina, with a focus on the commercialisation of agricultural machinery","Father, Daniel. Mother Daniela. Brother, Tomas",Spanish,Personal: Nicolas Schargorodsky (ARG),"He is the third generation of helmsman. In addition to his father, his grandfather also competed in sailing, although as an amateur. With a love for playing basketball, a point came when the two sports started to overlap and he had to choose one. </p><p>""They sailed all their lives, my dad still competes in Laser, just like me. My dad showed me the way, when I left the Optimist at 15 I had no idea how to continue, what regattas to do or how to handle myself in an environment that is very small and everyone knows each other. I just had to decide if or whether I wanted to continue competing or not."" (fay.org)","Basketball player Emanuel Ginobili (ARG), four-time National Basketball Association (NBA) champion (2003, 2005, 2007, 2014) with the San Antonio Spurs, two-time Olympic medallist (2004 gold, 2008 bronze), 2002 World Cup silver medallist.</p><p>Footballer Juan Roman Riquelme (ARG), captain of Argentina’s 2008 Olympic gold medal-winning team. Won 11 trophies with Boca Juniors, including five league titles",His parents,,"Father, Daniel Guaragna (basketball), played professionally in the National Basketball League (LNB),with San Martin de Junin and Gimnasia de Pedernera Unidos, in San Luis (ARG)",,Basketball: Had an opportunity to play for the junior national team at age 15
1891955,BUHL Phili,BUHL P,Philipp BUHL,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Sailing'],"[""Men's Dinghy""]",19-12-1989,IMMENSTADT,Germany,KIEL,Germany,Buhli,"Sailing Moths, cycling, hiking in the mountains, outdoor sports, tennis","Armed forces, athlete",International Management at Ansbach University of Applied Sciences (GER),"Father, Friedl","English, German",National: Alexander Schlonski (GER),His father was a sailor and took him sailing in his Flying Dutchman (former Olympic class boat),"Alpine skier Aksel Lund Svindal (NOR), four-time Olympic medallist (two gold, one silver, one bronze), nine-time world championship medallist (five gold, two silver, two bronze).</p><p>Sailor Robert Scheidt (BRA), five-time Olympic medallist (two gold, two silver, one bronze) over seven consecutive Olympic appearances (1996-2020).</p><p>Sailor Tom Slingsby (AUS), 2012 Olympic champion (ILCA 7 class), 2013 America's Cup winning helmsman",His father,"""Quality before quantity."" (philipp-buhl.de)",,,
1891985,MEYER Leonie,MEYER L,Leonie MEYER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Sailing'],"[""Women's Kite""]",03-02-1993,OSNABR?CK,Germany,KIEL,Germany,"Leo,  Lennard","Spending time with her son , playing piano and guitar","Athlete, surgeon, mother",Human Medicine at Christian-Albrechts University of Kiel (GER),"Partner, Darian. Father, Rolf. Mother, Sabine. Son, Levi. Siblings, Carlotta, Anton and Paul Meyer","English, German",National: Jan-Hauke Erichsen (GER),She saw the opportunity of kitesurfing in the Olympic Games and wanted to be on the leading edge,,"""My son Levi - with how naturally he, with his severe deformity in his leg, does all the sports and exercise that other children do and never complains, not about the prosthesis or about the 3 operations or the long treatments; He is almost always a ray of sunshine and I believe you can learn so much from children, we should see the world through children's eyes more often.""  (Athlete ABQ, 11 July 2024.)",Nothing is impossible,,,
1903267,HEUNINCK Jan,HEUNINCK J,Jan HEUNINCK,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0,0,['Sailing'],"[""Men's Skiff""]",18-07-2000,CAPE TOWN,South Africa,SITGES,Spain,Janoski,"Mountain biking, water sports, coding","Athlete, executive at a software company",Commercial Engineering at Ghent University (BEL),"Father, Wim. Mother, Isabelle. Sister, Anna","Catalan, Dutch, English, French, Spanish",Michel Lefebvre,"Grew up near the Barcelona Olympic Harbour. His family were sailors, they encouraged him to try it and he fell in love with the sport","Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze)","Politician Nelson Mandela (RSA), the first president of South Africa (1994-1999) and 1993 Nobel Peace Prize winner who spent 27 years in prison for fighting against the country's discriminatory apartheid system of racial segregation.</p><p>He met Mandela. ""The impact he has had in South Africa through honesty, sports and kindness is absolutely remarkable."" (Athlete, 30 May 2024)","""Proud, but not satisfied."" (Athlete, 30 May 2024)",,Listens to the same song before every racing day. Sets up the boat in a specific order,Rugby: Catalan champion and he was on the Spanish U18 team.</p><p>Played golf as a junior
1950384,LYONS Noah,LYONS N,Noah LYONS,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0,['Sailing'],"[""Men's Windsurfing""]",30-04-2001,"CLEARWATER, FLA",United States,"CLEARWATER, FLA",United States,Lightning McQueen,"Kitesurfing, fishing",Athlete,Graduated with a Bachelor of Science in Microbiology from University of South Florida (USA),"Father, Edward Lyons. Mother, Susan Linardos. Brother, Niko Lyons",English,Personal/mental: Juan Manuel Moreno Vega (ESP).<br>Justin Ahearn (USA).  <br>Britt Vieman (USA),His brother had started sailing and he followed him into the sport,,"Sailor Pedro Pascual, two-time Olympian in the RSX Class (2016 and 2020). ""He'd been to two Olympics before I started sailing,  he taught me a mountain of information I could’ve never figured out on my own"". (Athlete, 24 May 2024)","""Calm, confident, consistency."" (Athlete, 24 May 2024)",,"""If I have a song stuck in my head and I do well, I’ll try and keep that same song stuck in my head for the whole event."" (Athlete, 24 May 2024)",
1950387,McNAY Stu,McNAY S,Stu McNAY,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0,['Sailing'],['Mixed Dinghy'],01-08-1981,"BOSTON, MA",United States,PROVIDENCE RI,United States,Stu,"Soccer, basketball and reading","Athlete, sailing coach at Brown University (USA)","Graduated in 2005 with a degree in Architecture from Yale University (New Haven, CT, USA)","Wife, Tanya. One son, one daughter. Father, Joe McNay. Mother, Beth Pfeiffer. Two brothers (Andrew and Colin). Three sisters (Alice, Joanna and Kate)",English,National: Luther Carpenter (USA),Growing up near Boston he sailed on Buzzards Bay and captained his high school wrestling team. Despite his wrestling background he had aspirations of sailing at the Olympic Games,"Sailor Paul Foerster (USA), three-time Olympic medallist winning two in the 470 class (2004 gold, 2000 silver) and one in the Flying Dutchman class (1992 silver), two-time Pan American Games sunfish class medallist (2011 silver, 2007 bronze)","Zach Leonard (USA), director of sailing at Yale University","""One step at a time."" (sailing.org)",,None,
1950397,ROBLE Stephanie,ROBLE S,Stephanie ROBLE,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0,['Sailing'],"[""Women's Skiff""]",31-05-1989,"EAST TROY, WI",United States,"MIAMI, FL",United States,Steph,"Wing foiling, tennis, cycling, hiking, cooking, reading","Athlete, coach","Graduated in 2011 with a Finance Degree from Old Dominion University (Norfolk, VA, USA)","Father, Dale. Mother, Nancy. Brother, Brad",English,National: Luther Carpenter (USA),"Started at the Lake Beulah Sailing School in East Troy, Wisconsin (USA). All of her family friends would sail in the summer on the lake nearby. Her dad and brother were sailors so her parents signed her up for lessons","Alpine skier Lindsey Vonn (USA), three-time Olympic medallist (one gold, two bronze), four-time Olympian (2002, 2006, 2010, 2018), eight-time world championship medallist (two gold, three, silver, three bronze), 137 World Cup podiums (82 wins)","Her first coach in the 49erFX, Giulia Conti (ITA), a four-time Olympian (2004-2016). ""She is a very talented and accomplished sailor, a good friend, and an amazing coach. I learned so much from her, not only about sailing-specific skills but also about life and Olympic campaigning in general.""","""You give power to what you focus on."" (Athlete, 25 May 2024)",,,
1535439,RODRIGUEZ Gabriela,RODRIGUEZ G,Gabriela RODRIGUEZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Shooting'],['Skeet Women'],12-12-1996,NUEVO LEON,Mexico,SALTILLO,Mexico,"Gaby, Gabi","Working out, hiking",Athlete,"Studied Clinical Psychology at the Monterrey Institute of Technology and Higher Education (Monterrey, MEX). Now studying for a Master's in Psychotherapy","Father, Javier. Mother, Lucia Garza. Two siblings","English, Spanish","National: Ariel Mauricio Flores (MEX).<br>Personal: Pietro Genga (ITA), Javier Rodríguez (MEX) - her father","She started the sport after she watched her father participate at the London 2012 Olympic Games. ""My dad inspired me to do it."" (Athlete, 1 Jul 2024)","Shooter Ennio Falco (ITA), 1996 Olympic skeet champion, five-time Olympian (1996, 2000, 2004, 2008, 2012), eight-time world championship medallist (five silver, three bronze)","Her coach, Pietro Genga (ITA). ""He has taught me so much, and changed my whole approach to the sport. He made me believe in myself."" (Athlete, 1 Jul 2024)","""Small actions, big results. Everything is on the day to day small habits that you stick to."" (Athlete, 1 Jul 2024)","Father, Javier Rodriquez (shooting), competed in skeet at the London 2012 Olympic Games. </p><p>Mother, Lucia Garza (triathlon), competed at international level","""I believe a lot in energies and collaboration with the universe. I give thanks to God in advance for my future success."" (Athlete, 1 Jul 2024)",
1540694,ELHAGE Phili,ELHAGE P,Philip ELHAGE,Male,Athlete,ARU,Aruba,Aruba,Netherlands,Netherlands,NED,0,0,['Shooting'],['10m Air Pistol Men'],11-04-1982,WILLEMSTAD,Curaçao,WILLEMSTAD,Curaçao,Lipo,"Running, social baseball and softball, flag football",Works for the school board in Curacao,"Studied Information, Communication and Technology at university in Curacao","Partner, Corisse Rhodes. Son, Philip Max. Mother, Jane. Sister, Jinan","Dutch, English, Papiamentu, Spanish",National: Amanda Mondol (COL).<br>Personal: Shaheen Elhage (NED),His family were involved in the sport,"Sprinter Churandy Martina (NED), four-time Olympian (2004, 2008, 2012, 2016), three-time European champion, 2007 Pan American Games 100m champion. </p><p>""He is always positive in all situations and prepared for the next challenge. A very humble person who helps his community and fellow athletes."" (Athlete, 18 Jun 2024)","His late father, and his mother. ""He taught me the value of hard work, and my mother always told me to dream as big as I want."" (Athlete, 18 Jun 2024)","""Enjoy the process. When it's all said and done, that is the part we will remember."" (Athlete, 18 Jun 2024)","Father, Philip Elhage Snr (baseball), represented the Netherland Antilles, and later managed the national team","If he is shooting well and achieving good results, he does not wash his socks. ""If I'm on a good streak, those socks stay there without getting washed. When the scores start to drop, I get some new socks. So if you see me with dirty socks, watch out."" (Athlete, 18 Jun 2024)",
1568818,HOCKOVA Vanesa,HOCKOVA V,Vanesa HOCKOVA,Female,Athlete,SVK,Slovakia,Slovakia,Slovakia,Slovakia,SVK,0,0,['Shooting'],['Skeet Women'],20-01-2000,TRNAVA,Slovakia,ZVONCIN,Slovakia,Pitbull,"Photography, cycling, spending time with friends and family, sport, travelling",Athlete,"Received a Bachelor's degree in Social Services and Counselling in 2022 from the University of Saints Cyril and Methodius (Trnava, SVK)",One sister,"English, Slovak",National: Stefan Zemko (SVK).<br>Personal: Juraj Sedlak (SVK),"Trained in swimming for six years, but had to give it up because of a kidney illness. She took up shooting instead","Shooter Zuzana Rehak Stefecekova (SVK), three-time Olympic trap medallist (one gold, two silver), seven-time world championship trap medallist (three gold, one silver, three bronze)","Her younger sister, Miroslava","""Respect your opponents. Remember, winning is not everything. Having fun, improving your skills and making new friends is also important. Maintain self-control under any circumstances."" (Athlete, 27 May 2024)","Sister, Miroslava Hockova (shooting), won a junior world title in skeet in 2023 (bronze in team skeet in 2022)",,
1569852,LEE Meng Yuan,LEE MY,LEE Meng Yuan,Male,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,0,0,['Shooting'],['Skeet Men'],25-08-1994,TAOYUAN,Chinese Taipei,TAOYUAN,Chinese Taipei,Xiao pang (fatty in English),"Basketball, badminton, singing, eating",Athlete,Studied at National Sports University (TPE),"Father, Hsieh Chih Pei. Mother, Lee Chun Hua. Two brothers, Hsieh Jia Hong and Lee Yeh Chun Chih",Mandarin,Personal: Hsieh Chih Pei (TPE) - his father,"Influenced by his father, who was a national level shooter. ""I've loved shooting since I went to the shooting range with my dad when I was a kid."" (Athlete, 20 May 2024)","Shooter Vincent Hancock (USA), three-time Olympic skeet champion (2008, 2012, 2020), 10-time world championship medallist (seven gold, two silver, one bronze)","His father's coach, Choi Pak Sang (deceased). ""He is the person who raised me and sponsored my training. He was the man who brought me into the shooting world."" (Athlete, 20 May 2024)","""I'll stick with it through thick and thin."" (Athlete, 20 May 2024)","Father, Hsieh Chih Pei (shooting), former national champion",Worship Taoism at home,
1569861,LIU Wan-Yu,LIU WY,LIU Wan-Yu,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,0,0,['Shooting'],['Trap Women'],16-07-1995,CHIAYI,Chinese Taipei,CHIAYI,Chinese Taipei,Yu,Basketball,Athlete,Graduated in 2020 with a Master's degree from the National Chiayi University (TPE),"Father, Liu Ling Chen. Mother, Cheng Yi Xin",Mandarin,Personal: Zhang Yi Xin (TPE),Her father introduced her to the sport,,"Her father. ""He is a resilient person."" (Athlete, 20 May 2024)",,,,Basketball: Played at local level in Chiayi (TPE)
1888388,ANASTASSIOU Lucie,ANASTASSIOU L,Lucie ANASTASSIOU,Female,Athlete,FRA,France,France,France,France,FRA,0,0,['Shooting'],"['Skeet Women', 'Skeet Mixed Team']",10-01-1993,LA ROCHELLE,France,LA ROCHELLE,France,Lulu,"Music, rugby, hiking","Athlete, serves in the Army","Coaching at Physical and Sports Education Centre, Bordeaux (FRA)","Father, Yoanis. Mother, Coralie. Sister, Alix",French,Personal: Juan Jose Arambburu (ESP),"""It's an individual sport that has taught me to channel my energy."" (Athlete, 26 May 2024)","Shooter Anthony Terras (FRA), 2008 Olympic skeet bronze medallist, four-time Olympian (2004, 2008, 2012, 2016), two-time world skeet team champion (2015, 2018).</p><p>Shooter Diana Bacosi (ITA), two-time Olympic skeet medallist (2016 gold, 2020 silver), 11-time world championship medallist (four gold, seven silver) including two world individual titles (2019, 2022)",Shooter Anthony Terras (FRA),"""Trust the process."" (Athlete, 26 May 2024)",,,Rugby union: Represented the Pallice Ocean Club (now named Stade Rochelais Pocettes). She gave up the sport after obtaining an Olympic quota place for Tokyo 2020
1888389,AUFRERE Romain,AUFRERE R,Romain AUFRERE,Male,Athlete,FRA,France,France,France,France,FRA,0,0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team']",18-12-2004,CAGNES-SUR-MER,France,LA GAUDE,France,Roro,"Playing video games, flying airplanes","Athlete, student",Studies Aviation,"Mother, Virginie. Older sister, Sarah","English, French","Personal: Sylvie Raybaut (FRA), Philippe Le Goueff (FRA)",His father was a shooter and a neighbour was a shooting coach,"Biathlete Martin Fourcade (FRA), seven-time Olympic medallist (five gold, two silver), 28-time world championship medallist (13 gold). 2018 Olympic Games Opening Ceremony flagbearer.</p><p>Judoka Teddy Riner (FRA), five-time Olympic medallist (three gold, two bronze), 11-time world champion (individual), two-time world junior champion (2006, 2008)","His coaches and family. ""They have been there from the beginning and they support me unconditionally."" (Athlete, 12 Jun 2024)","""To win you have to try. If you don't try, you are sure to lose."" (Athlete, 12 Jun 2024)",,,
1888394,BESSAGUET Clement,BESSAGUET C,Clement BESSAGUET,Male,Athlete,FRA,France,France,France,France,FRA,0,0,['Shooting'],['25m Rapid Fire Pistol Men'],29-05-1991,MONPELLIER,France,CHATEAUNEUF LES MARTIGUES,France,Clemucho,"Climbing, music, travel, films",Athlete,Studied at the IUT Montpellier-Sete (FRA),"Partner, Audrey. Father, Thierry. Mother, Nathalie. One younger brother","English, French",National/Personal: Herve Carratu (FRA),"He played football as a boy but a growth spurt caused a problem in one of his knees that prevented him from running for seven months. His mother then contacted an acquaintance who was involved in shooting. He first tried rifle before taking up pistol. ""My mother understood very quickly that the rifle was not my thing. Then I tried the pistol and once I had it in my hand, I was hooked. I found rifle too easy. And after just three shots with the pistol I was already smiling."" (midilibre.fr, 17 Feb 2020)","Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze).</p><p>Boxer Mike Tyson (USA), the undisputed world heavyweight champion from 1987 to 1990. Won his first 19 professional fights by knockout, 12 of them in the first round. At 20 years, four months, and 22 days old, he holds the record as the youngest boxer ever to win a heavyweight title","His family. ""They are my greatest strength."" (Athlete, 12 May 2024)","""Never give up."" (Athlete, 12 May 2024)",,,
1888404,CORMENIER Carole,CORMENIER C,Carole CORMENIER,Female,Athlete,FRA,France,France,France,France,FRA,0,0,['Shooting'],['Trap Women'],13-02-1990,LIMOGES,France,ETAGNAC,France,"Caro, bulldozer","Cooking, nature","Athlete, sports teacher","Studied at the National Institute of Sport, Expertise and Performance (INSEP) (Paris, FRA)","Partner, Loic Bernard. One daughter. Father, Serge",French,National: Jose Bladas (ESP),"She was introduced to the sport by her father. ""One day he asked me to try. I didn't want to because I was not interested in it. But he continued asking me, and in the end I tried it."" (Athlete, 7 May 2024)","Shooter Jessica Rossi (ITA), 2012 Olympic trap champion, 14-time world championship medallist (nine gold, two silver, three bronze). </p><p>Shooter Delphine Reau (FRA), two-time Olympic trap medallist (2000 silver, 2012 bronze), three-time world championship medallist (two silver, one bronze).</p><p>Shooter Stephane Clamens (FRA), four-time Olympian (2000, 2004, 2008, 2012), two-time world championship bronze medallist (2005 trap team, 2011 trap individual)","Trap shooter, Stephane Clamens (FRA). ""He helped me get to this level.""","""Never give up and always believe in your dreams."" (Athlete, 7 May 2024)",,,
1909417,PRUCKSAKORN Tanyaporn,PRUCKSAKORN T,Tanyaporn PRUCKSAKORN,Female,Athlete,THA,Thailand,Thailand,Thailand,Thailand,THA,0,0,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",08-01-1990,"DALLAS, TX",United States,BANGKOK,Thailand,Tanya,"Board games, Lego",Athlete,"Graduated in 2014 with a Master's degree in International Business from the Hult International Business School (Cambridge, MA, USA).</p><p>Graduated in 2013 with a Bachelor's degree of Science in Information and Communications, Engineering from the Chulalongkorn University (Bangkok, THA)","Father, Chai. Mother, Pranee. Older brother, Kanin","English, Thai",National: Valentyna Chunikhina (UKR),"""My father asked me whether I wanted to join him on a shooting course. I agreed, and from then on I found shooting entertaining. I was good at it, too."" (myInfo)","Shooter Sutiya Jiewchaloemmit (THA), four-time Olympian (2008, 2012, 2016, 2020), 2009 World Championships skeet silver medallist, six-time Asian Games medallist (one gold, five bronze)",Her parents,"""Friendship through sport."" (myInfo)",,,
1913193,NOBATA Misaki,NOBATA M,NOBATA Misaki,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,0,0,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",25-08-2003,OITA CITY,Japan,KANAGAWA,Japan,"Noba chan, Mi chan",Karaoke,Student,Studying Commerce at Meiji University (JPN),"Father, Takahiro. Older sister, Kana",Japanese,National: Kim Woo Young (KOR),Her father was an advisor at the shooting club at her high school,"Shooter Liu Yukun (CHN), 2022 World Championship silver medallist (50m rifle prone), 2023 World Cup Final silver medallist (50m rifle, 3 positions)","Her coach, Kim Woo Young (KOR). ""He knows techniques and ways of thinking and competing that I don't possess."" (Athlete, 21 Jun 2024)","""Personal development leads to score improvement."" (Athlete, 21 Jun 2024)",,Takes very deep breaths for a few minutes before competing,
1933163,PIOTROWSKA Julia Ewa,PIOTROWSKA JE,Julia Ewa PIOTROWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",22-06-2001,OLAWA,Poland,OLAWA,Poland,Juliapiotrowska10.9,"Reading books, games, going to the gym",Soldier,Graduated in 2023 with a Bachelor's degree of Shooting Coaching at the Academy of Physical Education in Wroclaw (POL),"Partner, Mateusz Pierko. Father, Janusz. Mother, Ewa. Brother, Jakub","English, Polish",National: Pawel Pietruk (POL).<br>Personal: Mateusz Pierko (POL),Wanted to try her shooting skills and liked to win,"Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze). </p><p>""He showed that anyone can be the best, regardless of origin or wealth."" (Athlete, 10 Feb 2024)","Her coach Mateusz Pierko. ""He motivates and supports me every day.""","""Trust the process."" (Athlete, 10 Feb 2024)",,Drinks Yerba mate every morning,
1938655,PACHECO ESPINOSA Nicolas,PACHECO ESPINOSA N,Nicolas PACHECO ESPINOSA,Male,Athlete,PER,Peru,Peru,Peru,Peru,PER,0,0,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",23-08-1994,LIMA,Peru,LIMA,Peru,Nico,"Spearfishing, hunting, off-roading, football","Athlete, business owner","Studied at the Peruvian University of Applied Sciences (Lima, PER)","Father, Rodolfo. Mother, Lucia. Younger brother, Matias","English, Italian, Spanish",National: Simone Gissi (ITA).<br>Personal: Diego Martinez,"Through his family. His father, grandfather and uncles were all involved in shooting","Footballer Claudio Pizarro (PER), Champions League winner and six-time Bundesliga winner with Bayern Munich. Played 490 games in the German top flight - a record for a foreign player - scoring 197 goals",His two grandparents,"""See an opportunity in every difficulty."" (Athlete, 22 Mar 2024)","Younger brother, Matias Pacheco (football), plays professionally for Universidad San Martin de Porres, in Lima, Peru",Listens to music during competitions,"Motorsport (drifting): Has competed in the Peruvian national championship, ProDrift 2019 and the Qatar Baja FIA Cross Country Rally 2019"
